Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Get it Goin'	Torae		Daily Conversation						Rap	7717926	191			9	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/9 - Torae - Get it Goin'.mp3
Cher Chez La Ghost	Ghostface Killah		Supreme Clientele						Rap	4970505	191			18		2000	11/18/09, 12:27 PM	3/21/20, 2:14 PM	207	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Supreme Clientele/18 - Ghostface Killah - Cher Chez La Ghost.mp3
Hold Tight	Slum Village		Fantastic, Vol. 2						Rap	5867005	191			6		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	244	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/6 - Slum Village - Hold Tight.mp3
Hell Naw!	Slum Village		Slum Village						Rap	4667520	194			11		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/11 - Slum Village - Hell Naw!.Mp3
Somethin' To See	Torae		Daily Conversation						Rap	7855857	194			3	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/3 - Torae - Somethin' To See.mp3
Thunn Street Ft. Chinky (Bonus) (Produced By Sid Roams)	Big Twins		The Project Kid						Rap	4561943	196			17	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	186	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/17 - Big Twins - Thunn Street Ft. Chinky (Bonus) (Produced By Sid Roams).mp3
How I Feel Ft. Un Pacino And Boogz From Hard White (Produced By Jake One)	Big Twins		The Project Kid						Rap	3657955	196			11	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	149	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/11 - Big Twins - How I Feel Ft. Un Pacino And Boogz From Hard White (Produced By Jake One).mp3
stunned suddenly	Ulla		Tumbling Towards a Wall						Ambient	7910137	196			5		2020	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://ullastraus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Ulla - Tumbling Towards a Wall/Ulla - Tumbling Towards a Wall - 05 stunned suddenly.mp3
Rebel Of The Underground	2Pac		2Pacalypse Now						Rap	5104173	196			12		1991	3/21/20, 2:43 PM	3/21/20, 2:14 PM	206	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/2Pacalypse Now/12 - 2Pac - Rebel Of The Underground.mp3
No Words	Avishai Cohen	Avishai Cohen	At Home						Jazz	4725772	197			7		2005	6/3/05, 11:12 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/At Home/7 - Avishai Cohen - No Words.mp3
Callin' Me	Torae		Daily Conversation						Rap	7971834	197			2	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/2 - Torae - Callin' Me.mp3
Danjer	Originoo Gunn Clappaz		Da Storm						Rap	7971297	197			8		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/08 - Originoo Gunn Clappaz - Danjer.mp3
Giant	Slum Village		Slum Village						Rap	4749440	197			1		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/1 - Slum Village - Giant.Mp3
One Time 4 Your Mind	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)						Rap	7957197	198			8			6/9/07, 5:12 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)/08 - NaS - One Time 4 Your Mind.mp3
Panorama Feat. Mela Machinko	Torae	Fatin "10" Horton	For The Record						Rap	6526554	198			15		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/For The Record/15. Panorama Feat. Mela Machinko.mp3
Raw Deal	Roc Marciano		Marcberg						Rap	3328802	199			4	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	133	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/4 - Roc Marciano - Raw Deal.mp3
Unhappy	OutKast		Speakerboxxx, The Love Below (Disc 1)						Rap	5429144	199			3	19	2003	9/6/09, 12:01 PM	3/21/20, 2:14 PM	217	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxxx, The Love Below (Disc 1)/03 - OutKast - Unhappy.mp3
Run (Feat. Jadakiss)	Ghostface Killah		The Pretty Toney Album						Rap	5706009	199			17		2004	3/21/20, 2:37 PM	3/21/20, 2:14 PM	228	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The Pretty Toney Album/17 - Ghostface Killah - Run (Feat. Jadakiss).mp3
Holla	Ghostface Killah		The Pretty Toney Album						Rap	5760074	199			12		2004	3/21/20, 2:37 PM	3/21/20, 2:14 PM	230	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The Pretty Toney Album/12 - Ghostface Killah - Holla.mp3
Mighty Healthy	Ghostface Killah		Supreme Clientele						Rap	5793997	201			9		2000	11/18/09, 12:27 PM	3/21/20, 2:14 PM	229	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Supreme Clientele/09 - Ghostface Killah - Mighty Healthy.mp3
It Ain't Hard To Tell	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)						Rap	8113932	202			10			3/21/20, 12:28 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)/10 - NaS - It Ain't Hard To Tell.mp3
You Used To Listen	Calibre		Overflow (Part 2)						Drum & Bass	5456586	202			4		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	212	44100		MPEG audio file		Track 4						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow (Part 2)/04 - Calibre - You Used To Listen.mp3
Ten Crack Commandments	The Notorious B.I.G.		Life After Death [Disc 2]						Rap	8235723	204			5		1997	5/25/07, 11:09 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 2]/05 - The Notorious B.I.G. - Ten Crack Commandments.mp3
Biscuits (Feat. Trife)	Ghostface Killah		The Pretty Toney Album						Rap	5140612	204			2		2004	3/21/20, 2:37 PM	3/21/20, 2:14 PM	201	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The Pretty Toney Album/02 - Ghostface Killah - Biscuits (Feat. Trife).mp3
Tush (Feat. Missy Elliot)	Ghostface Killah		The Pretty Toney Album						Rap	5415388	204			10		2004	3/21/20, 2:37 PM	3/21/20, 2:14 PM	211	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The Pretty Toney Album/10 - Ghostface Killah - Tush (Feat. Missy Elliot).mp3
Wanna Be Down (Produced By The Alchemist)	Big Twins		The Project Kid						Rap	4567213	204			9	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	178	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/9 - Big Twins - Wanna Be Down (Produced By The Alchemist).mp3
Get 2 Tha Point	NYGz		Welcome 2 G-Dom						Rap	3950438	205			6		2007	3/21/20, 2:39 PM	3/21/20, 2:14 PM	153	44100		MPEG audio file		-> C4 2 Ya DooR <-						Macintosh HD/Users/mck/Dropbox/Other Music/Welcome 2 G-Dom/6 - NYGz - Get 2 Tha Point.mp3
Love In War	OutKast		Speakerboxx, The Love Below Disc 2						Rap	5547561	205			14	20	2003	9/6/09, 12:03 PM	3/21/20, 2:14 PM	215	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/14 - OutKast - Love In War.mp3
APT. 3A	N.Y. House'n Authority		APT.		8A Am				House	4960614	206			3		1989	3/21/20, 2:38 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/N.Y. House'n Authority - APT EP (1989 Nu Groove Records [NG 025])/03 N.Y. House'n Authority - APT. 3A.mp3
Calm Before Da Storm	Originoo Gunn Clappaz		Da Storm						Rap	8327621	206			2		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/02 - Originoo Gunn Clappaz - Calm Before Da Storm.mp3
On The Real	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 2)						Rap	8282151	207			5			6/9/07, 5:13 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 2)/05 - NaS - On The Real.mp3
It Ain't Hard to Tell (Remix)	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 2)						Rap	8285304	207			4			6/9/07, 5:12 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 2)/04 - NaS - It Ain't Hard to Tell (Remix).mp3
Church	OutKast		Speakerboxxx, The Love Below (Disc 1)						Rap	5664093	207			9	19	2003	9/6/09, 12:03 PM	3/21/20, 2:14 PM	218	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxxx, The Love Below (Disc 1)/09 - OutKast - Church.mp3
Things U Do (Remix) / Uh-Ah-Wu-Ah	Slum Village		Fantastic Vol. 1						Rap	6067570	207			20		1996	3/21/20, 2:40 PM	3/21/20, 2:14 PM	233	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic Vol. 1/20 - Slum Village - Things U Do (Remix) - Uh-Ah-Wu-Ah.mp3
CME The Entity Feat. Skyzoo, Yatta Barz & Zeqway	Torae		Daily Conversation						Rap	8401327	208			12	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/12 - Torae - CME The Entity Feat. Skyzoo, Yatta Barz & Zeqway.mp3
Friend Of Mine	The Notorious B.I.G.		Ready To Die						Rap	8338761	208			15		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/15 - The Notorious B.I.G. - Friend Of Mine.mp3
Taylor Made	Torae		Daily Conversation						Rap	8433681	208			14	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/14 - Torae - Taylor Made.mp3
Cubic Mouth (Original Mix)	Axel Boman		Black Magic Boman EP						House	8636801	209			2		2013	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://theaxelboman.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Axel Boman - Black Magic Boman EP/Axel Boman - Black Magic Boman EP - 02 Cubic Mouth (Original Mix).mp3
Tha' Lunatic	2Pac		2Pacalypse Now						Rap	4928651	209			11		1991	3/21/20, 2:43 PM	3/21/20, 2:14 PM	187	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/2Pacalypse Now/11 - 2Pac - Tha' Lunatic.mp3
22 Two's	Jay-Z		Reasonable Doubt						Rap	8432202	209			7		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/07 22 Two's.mp3
Multiply	Slum Village		Slum Village						Rap	5033984	209			7		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/7 - Slum Village - Multiply.Mp3
Hear This	Slum Village		Slum Village						Rap	5040256	209			9		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/9 - Slum Village - Hear This.Mp3
Life's A Bitch	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)						Rap	8435754	210			3			6/9/07, 5:13 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)/03 - NaS - Life's A Bitch.mp3
Get Dis Money	Slum Village		Fantastic, Vol. 2						Rap	5827575	211			12		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	220	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/12 - Slum Village - Get Dis Money.mp3
D'Evils	Jay-Z		Reasonable Doubt						Rap	8523107	211			6		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/06 D'Evils.mp3
Climax (Girl Sh**)	Slum Village		Fantastic, Vol. 2						Rap	6164629	212			5		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	231	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/5 - Slum Village - Climax (Girl Sh--).mp3
EZ Up	Slum Village		Slum Village						Rap	5105792	212			12		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/12 - Slum Village - EZ Up.Mp3
Knowing	OutKast		Speakerboxxx, The Love Below (Disc 1)						Rap	5519121	212			13	19	2003	9/6/09, 12:01 PM	3/21/20, 2:14 PM	207	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxxx, The Love Below (Disc 1)/13 - OutKast - Knowing.mp3
Childs Play	Ghostface Killah		Supreme Clientele						Rap	4406017	213			17		2000	11/18/09, 12:27 PM	3/21/20, 2:14 PM	165	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Supreme Clientele/17 - Ghostface Killah - Childs Play.mp3
Can I Be Me	Slum Village		Slum Village						Rap	5156992	214			3		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/3 - Slum Village - Can I Be Me.Mp3
I Can't Go to Sleep	Wu-Tang Clan		The W						Rap	6781274	215			9		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	250	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/9 - Wu-Tang Clan - I Can't Go to Sleep.mp3
Drop 'Em Off Ft. Prodigy (Produced By Sid Roams)	Big Twins		The Project Kid						Rap	5239548	215			14	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	194	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/14 - Big Twins - Drop 'Em Off Ft. Prodigy (Produced By Sid Roams).mp3
What It's All About	Slum Village		Fantastic, Vol. 2						Rap	6877515	216			8		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	254	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/8 - Slum Village - What It's All About.mp3
Fourth & Back (Rock Music)	Slum Village		Fantastic Vol. 1						Rap	6022674	216			11		1996	3/21/20, 2:40 PM	3/21/20, 2:14 PM	222	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic Vol. 1/11 - Slum Village - Fourth & Back (Rock Music).mp3
Check The Rhime	A Tribe Called Quest		The Low End Theory						Rap	8678004	216					1991	3/21/20, 2:42 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Created by Free CD Ripper !						Macintosh HD/Users/mck/Dropbox/Other Music/The Low End Theory/9 - A Tribe Called Quest - Check The Rhime.mp3
Hollow Bones	Wu-Tang Clan		The W						Rap	6095551	217			3		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	223	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/3 - Wu-Tang Clan - Hollow Bones.mp3
Buggin' Out	A Tribe Called Quest		The Low End Theory						Rap	8703082	217					1991	3/21/20, 2:42 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Created by Free CD Ripper !						Macintosh HD/Users/mck/Dropbox/Other Music/The Low End Theory/2 - A Tribe Called Quest - Buggin' Out.mp3
First Triad	Sarah Davachi		Horae						Ambient	8741270	218			1		2020	3/21/20, 2:46 PM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://sarahdavachi.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sarah Davachi - Horae/Sarah Davachi - Horae - 01 First Triad.mp3
Don Shit	Roc Marciano		Marcberg						Rap	4109960	218			12	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	150	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/12 - Roc Marciano - Don Shit.mp3
Love (Feat. Musiq & K. Fox)	Ghostface Killah		The Pretty Toney Album						Rap	7176033	218			18		2004	3/21/20, 2:37 PM	3/21/20, 2:14 PM	262	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The Pretty Toney Album/18 - Ghostface Killah - Love (Feat. Musiq & K. Fox).mp3
Butter	A Tribe Called Quest		The Low End Theory						Rap	8750102	218					1991	3/21/20, 2:42 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Created by Free CD Ripper !						Macintosh HD/Users/mck/Dropbox/Other Music/The Low End Theory/4 - A Tribe Called Quest - Butter.mp3
Reflection	Torae	Eric G.	For The Record						Rap	7163464	218			14		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/For The Record/14. Reflection.mp3
Can't Call It Ft. V12 (Produced By Sid Roams)	Big Twins		The Project Kid						Rap	4930444	218			13	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	180	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/13 - Big Twins - Can't Call It Ft. V12 (Produced By Sid Roams).mp3
Thank You	Torae	Nottz Raw	For The Record						Rap	7179348	219			13		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/For The Record/13. Thank You.mp3
Warning	The Notorious B.I.G.		Ready To Die						Rap	8839260	220			5		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/05 - The Notorious B.I.G. - Warning.mp3
Politics As Usual	Jay-Z		Reasonable Doubt						Rap	8897191	221			2		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/02 Politics As Usual.mp3
Fantaztik 4 Feat. Chaundon, Skyzoo, & Kil Ripkin	Torae		Daily Conversation						Rap	8934223	221			6	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/6 - Torae - Fantaztik 4 Feat. Chaundon, Skyzoo, & Kil Ripkin.mp3
For The Record	Torae	DJ Premier	For The Record						Rap	7255429	221			12		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/For The Record/12. For The Record.mp3
The Project Kid (Produced By Havoc)	Big Twins		The Project Kid						Rap	4702517	222			10	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	168	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/10 - Big Twins - The Project Kid (Produced By Havoc).mp3
What It Sounds Like Feat. Pav Bundy	Torae	!llmind	For The Record						Rap	7311475	223			4		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/For The Record/04. What It Sounds Like Feat. Pav Bundy.mp3
Unbelieveable	The Notorious B.I.G.		Ready To Die						Rap	8962564	223			16		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/16 - The Notorious B.I.G. - Unbelieveable.mp3
Get It Done Feat. Skyzoo	Torae		Daily Conversation						Rap	9029286	223			13	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/13 - Torae - Get It Done Feat. Skyzoo.mp3
Pop	Roc Marciano		Marcberg						Rap	4628877	224			10	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	165	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/10 - Roc Marciano - Pop.mp3
It's Like That	Jay-Z		Vol.2...Hard Knock Life						Rap	9020876	225			12		1998	6/12/07, 5:11 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Vol.2...Hard Knock Life/12-14 - Jay-Z - It's Like That.mp3
One	Ghostface Killah		Supreme Clientele						Rap	5157170	226			3		2000	11/18/09, 12:27 PM	3/21/20, 2:14 PM	182	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Supreme Clientele/03 - Ghostface Killah - One.mp3
CB4	Slum Village		Fantastic, Vol. 2						Rap	6562828	226			18		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	231	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/18 - Slum Village - CB4.mp3
Moments of Soul - Live my life	King Britt		Deep and Sexy 4						House	6550702	226			4		2007	3/21/20, 2:38 PM	3/21/20, 2:14 PM	230	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep and Sexy 4/04 - King Britt - Moments of Soul - Live my life.mp3
Def Do Us	Slum Village		Slum Village						Rap	5449856	226			10		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/10 - Slum Village - Def Do Us.Mp3
Fall in Love	Slum Village		Fantastic, Vol. 2						Rap	7602288	227			11		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	267	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/11 - Slum Village - Fall in Love.mp3
Panic	Roc Marciano		Marcberg						Rap	4616007	227			8	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	162	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/8 - Roc Marciano - Panic.mp3
Ova Da Wudz	Outkast		ATLiens						Rap	9183916	227			7		1996	11/20/10, 10:42 AM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/ATLiens/07 - Outkast - Ova Da Wudz.mp3
Feelin' It (feat. Mecca)	Jay-Z		Reasonable Doubt						Rap	9197083	228			5		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/05 Feelin' It (feat. Mecca).mp3
Hypnotize	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	9248216	229			3		1997	5/25/07, 11:12 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/03 - The Notorious B.I.G. - Hypnotize.mp3
Alive Feat. Wes	Torae	Khrysis	For The Record						Rap	7522005	229			2		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/For The Record/02. Alive Feat. Wes.mp3
Click Feat. Skyzoo	Torae		Daily Conversation						Rap	9285279	230			5	15		3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Daily Conversation/5 - Torae - Click Feat. Skyzoo.mp3
